1.5145989e-06,0.13810064,0.8618979
2.857601e-07,0.2532593,0.74674034
7.9680103e-07,0.5052817,0.49471754
1.0126317e-06,0.07853392,0.9214651
2.7434496e-08,0.0062137344,0.9937862
4.5227264e-08,0.07928729,0.9207127
6.6131456e-08,0.98149914,0.0185008
1.8238941e-07,0.99790645,0.002093331
1.3930393e-08,0.03742981,0.96257013
4.471078e-07,0.0072543635,0.9927452
6.1081676e-07,0.66500044,0.33499894
2.0759724e-06,0.44364223,0.5563557
1.0138131e-08,0.9995778,0.00042220936
1.2977392e-06,0.17654525,0.8234535
1.7583213e-07,0.031068234,0.9689316
7.604133e-05,0.037467934,0.96245605
7.161544e-07,0.04878446,0.95121485
4.973568e-07,0.10159941,0.8984001
8.626075e-08,0.013971019,0.98602885
3.313663e-06,0.3456325,0.65436417
9.71509e-07,0.06828715,0.93171185
4.0244007e-07,0.03737686,0.9626227
3.0767325e-08,0.014111723,0.9858883
2.0938059e-07,0.3033757,0.6966241
9.735932e-07,0.35455644,0.64544255
2.8799317e-07,0.037844557,0.9621551
5.156133e-06,0.1270889,0.87290597
1.2556777e-06,0.22928312,0.7707156
7.2644316e-06,0.5962367,0.40375608
4.207749e-05,0.38903698,0.61092097
7.394669e-07,0.043924414,0.95607483
1.6172719e-07,0.38430488,0.61569494
7.929406e-11,0.99989545,0.000104502906
1.6276308e-06,0.9257951,0.074203305
1.5831034e-07,0.15305729,0.8469426
2.7371987e-05,0.9791804,0.020792263
1.5508111e-07,0.18949689,0.81050295
6.944326e-08,0.5608875,0.43911248
1.5408376e-09,0.99882156,0.0011783723
3.9299885e-06,0.7662117,0.23378436
1.2148207e-06,0.96531683,0.034681942
2.0385346e-06,0.92363316,0.07636473
0.0003222594,0.4374471,0.5622307
1.123748e-07,0.92482466,0.07517527
3.1420292e-08,0.9773366,0.02266346
2.11524e-07,0.8513719,0.14862788
1.6837713e-07,0.9393966,0.060603146
6.56257e-07,0.99384874,0.006150507
2.8511676e-07,0.14928107,0.8507186
1.3046487e-06,0.9390414,0.060957298
7.7737093e-07,0.65228826,0.34771094
3.0002894e-07,0.8242466,0.17575307
3.42543e-07,0.3073498,0.6926499
9.455992e-08,0.97382337,0.026176482
5.0159576e-07,0.08129283,0.9187067
4.0739425e-07,0.010473617,0.98952603
3.0622457e-06,0.4377219,0.562275
4.7339174e-07,0.035299186,0.96470034
6.742821e-06,0.15272373,0.84726954
5.1020425e-07,0.9033025,0.09669695
1.0533653e-06,0.6047936,0.39520535
1.376648e-06,0.07242735,0.9275713
1.1190987e-08,0.008985149,0.9910149
3.7415873e-07,0.8394458,0.16055381
5.030134e-06,0.60662943,0.3933655
3.5399457e-06,0.58903587,0.41096064
7.753081e-08,0.2500106,0.74998933
5.781209e-07,0.56487477,0.43512464
1.6064212e-06,0.20729187,0.79270655
2.615696e-06,0.39320365,0.60679376
2.600469e-11,0.99992883,7.1131704e-05
1.4766464e-07,0.01880949,0.98119044
2.0135567e-06,0.71759313,0.28240475
1.0313718e-06,0.18228841,0.8177106
1.3860213e-06,0.88242406,0.1175746
